Asin,ProductName,UserName,Rating,Subject,ReviewDate,Review
B07L1GWR66,Watch A,A. Blanchard,5.0 out of 5 stars,5.0 out of 5 starsWhat a great addition to my life!,15-Oct-23,"Update: I've had my watch for over a month and convinced three more people to buy one for themselves. I compare my sleep score every day with one friend. It is wonderful for keeping me up on my feet every hour, for tracking my steps, my sleep, and my standing. I still love it and highly recommend it!I only got this two days ago, but so far, I absolutely love it! I'm 73 and trying to stay healthy. I need to pay attention to my sleep and my exercise and this will really help. I keep finding more cool features of this watch, like I just found it has an ""effective standing"" measure that tracks how often you stand up for at least a minute per hour. As we age, this is very important. I'm excited to track my sleep and to try to improve my deep sleep and REM cycles by trying different things.You can't beat this little beauty for the price. Now if it just holds up, I'll be thrilled.  My only ding is that it took me way too long to figure out how to have a 12-hour clock on the face instead of a 24 hour. I don't want to know it's 18:00. I want to know it's 6 PM. There aren't any easy-to-find directions for that. But other than that small glitch, I'm thrilled with my TOZO!"
B07L1GWR66,Watch A,RNF,5.0 out of 5 stars,5.0 out of 5 starsGreat Value in the Smart Watch Market,14-Nov-23,"I came across this watch when my Apple Watch broke the glass and I wasn’t going to immediately replace it. I was looking for something in the meantime since I am so use to wearing a watch.TOZO makes great audio gear and I thought I’d look to see if they had a watch available. I was pleasantly surprised and perfect timing that I found it.The display is bright, responsive and offers a wide variety of options to your display desired information. The look is very similar to the Apple Watch and the construction is well made. The battery also lasted a few days which was a bonus.Don’t expect a direct replacement if your an Apple Watch user, but for a 10th the price this watch is packed with features the far exceeds any other value smart watch."
B07L1GWR66,Watch A,Chris,5.0 out of 5 stars,5.0 out of 5 starsSurprisingly Good Smart Watch,9-Oct-23,"I purchased this watch a few weeks ago to use as a “work” watch as I was always afraid of damaging my expensive smart watch while doing manual labor.  I figured that if it got damaged, I didn’t have much money invested.I was torn with my expectations, they were low based on the price, but then again, it’s a Tozo product & everything I have from them has been stellar, especially the ear buds.  After a few weeks of use, I am extremely pleased with the watch.  How can they make something that works this good for this price?Pros:  Great battery life (several days of normal use per charge) Bright vivid display that can be seen in sunlight The ability to use as a speaker phone. Good sleep tracking Controlling music via bluetooth The pulse meter works really well for me.Cons:  The charger is a little difficult for me.  It attaches magnetically and I have a tendency to knock it loose.  I wish it clipped on or that the magnets were stronger. The weather app only shows temperature in Celsius.  Yes, I know 90% of the world functions in Celsius, but I still haven’t adapted.If you are looking for a smart watch and don’t need a brand name status symbol, the Tozo is an exceptional device with very few minor negatives."
B07L1GWR66,Watch A,Thomas,4.0 out of 5 stars,4.0 out of 5 starsDecent Entry Level Smartwatch,13-Sep-23,"Ever since my Fitbit died a couple years ago I have gone back and forth on getting a new smartwatch/fitness tracker. Upon doing a search recently I came across the Tozo S3. I have used a couple different Tozo items over the past few years so I thought I'd give it a try.Overall I'm happy with it. The battery life is great. I always charge it when I shower after my workout in the morning and it has only once gone below 75% between charges. I do not have it set to the maximum health tracking settings, but I have enough to be happy. (You can set the sleep tracker to a higher battery use setting to get REM sleep but I don't need or care about that stat).It fits my wrist well and is comfortable. I do get phantom buzzing because of the screen being pressed by accident, but that's on me.A couple complaints:Tracking of hiking/walking/biking routes is not great. I have to try to start the workout multiple times before it finally figures out where I am and sometimes it loses the tracking in the middle of the activity.The app is not intuitive when it comes to managing your workouts, such as not being able to figure out how to delete a duplicate workout.Speaking of the app, it's just fine. You have to use Tozo's app and it's connectivity is very limited. If you are looking to get a smartwatch that connects to all your apps this is not the right one.As a basic fitness tracking smartwatch, I would highly recommend this one. If you are wanting something more like an Apple Watch this is not for you. I'm happy with this watch overall and would recommend as an entry level smartwatch."
B07L1GWR66,Watch A,BobPeanut,5.0 out of 5 stars,5.0 out of 5 starsGreat features and an incredible price!,25-Aug-23,"This smartwatch is an incredible bang for the buck, considering it offers all of the features of a $200+ smartwatch at a small fraction of the cost. While other smartwatches (in the $500-800 range) may offer more health monitoring or come pre-loaded with offline maps, the vast majority of users don’t need those features. This watch has a great touchscreen, heart rate monitoring and pulse ox, sleep tracking, accepts phone calls, does fitness tracking, and has an impressive battery life. If you’re looking for a smartwatch that has all these basic features and don’t want to spend a lot, I doubt there’s anything out there that offers more value than this watch.Here’s a list of the Tozo’s features and my impressions of using them:* Heart-rate monitoring – The watch immediately picked up my pulse and was quite accurate. I compared it to a Garmin Fenix 6 and they were consistently within a few bpm of each other.* Distance tracking, step count – It was generally close to other smartwatches. It’s a little less accurate than my Garmin Fenix 6, but that’s not surprising given Garmin’s forte is GPS tracking. Still, the difference was not enough to make a meaningful difference.*Charging/Battery Life – 0-100% charge in about one hour. The battery lasts for days (maybe 3-5) with all the health features enabled (heart rate, pulse ox) and would last much longer with those turned off. Very impressive battery life considering it has a full color display and health metrics!* Touchscreen – The screen looks great, can be very bright, and the touch responds quite well.*Fitness Tracking – The watch comes with a wide variety of fitness activities (various running and cycling, hiking, dancing) to track and seamlessly incorporates your distance and health metrics into it. It doesn’t have as many fitness tracking options as a high-end dedicated sportswatch (e.g., you won’t find less common activities like skiing, snowshoeing, kayaking) but that’s not an issue for most people.* Phone calls – easy to make and receive phone calls. It needs to be connected to your phone via bluetooth for this feature to work.* Phone app – After downloading the iphone app, the watch seamlessly connected and stays up to date.Very impressive that Tozo made such a fully-featured smartwatch at this price point!"
B07L1GWR66,Watch A,Aaron,4.0 out of 5 stars,4.0 out of 5 starsA good smart watch for the price.,27-Sep-23,"Overall, I am satisfied with the TOZO S3 Smart Watch.  The step tracker is reliable and it even measures stress and heart rate accurately.  The app itself is simple and quite easy to use.The only complaint I have is the sleep tracking feature.  At first I thought it did not work because it continued to tell me to make sure to wear the watch while sleeping even though I was.  Even though I do not wear the watch too loosely and follow the instructions, it was still not picking up my sleep.  I went so far as to tighten the watch one night so that it left an imprint in the morning, but it still did not work.  Then, I went on vacation, and even though I set it back to a comfortable position, it started reading my sleep.  After more testing, from what I can tell is that the watch does not do a good job of picking up when you are sleeping if you work the night shift and sleep during the day as I do.  It was able to pick up my sleep every single night when I was on vacation, but could not pick up my sleep when I slept during the day even though it was still able to pick up heart rate and stress levels.  Overall, I am satisfied with my purchase as I can calculate my sleep hours manually, and would definitely recommend this product for anyone on a normal sleep schedule."
B07L1GWR66,Watch A,Jillian PankoJillian Panko,5.0 out of 5 stars5.0 out of 5 stars,5.0 out of 5 starsGreat for Simple Tracking,13-Nov-23,"Only had this for a day and I already really enjoy it! The app for your phone is simple to use and auto syncs with the watch. Size and weight is perfect, it doesn't feel heavy on my wrist. Thw notifications are nice, I have mine set for texts and Snapchat and they come in sometimes before they come in on my phone! Getting the bands on was a little difficult as the pins are quite small. It also was auto selected as 24hr time instead of 12hr so had to change that in the app. I wish there was more customization with the face - I like some of the options/designs but wish I could add the features I want. Overall, I really enjoy this!"
B07L1GWR66,Watch A,SJ Soh,4.0 out of 5 stars,4.0 out of 5 starsLots to Love (3.5/4),5-Oct-23,I’m such a fan of TOZO so I jumped at the chance to try out the smart watch. Many of the features you’d want in a smartwatch are on this watch at a fraction of the cost of Apple and Samsung (how do they do it?!). I’ve been wearing an old Apple Watch for a long time so I just needed a couple of days to get used to the ever slight differences for the way the interface looks (similar but slightly different is way harder for me to adjust to than when something is completely different). My favorite feature is the battery life. I tried wearing this Watch all day and also at night to track my sleep and I was able to keep my watch on at all times for over 4 full days without a charge. I’ve used the watch now for almost 2 weeks and the only thing I’m really struggling with is the charger which is a bit challenging for me to connect properly - the two prongs under the face I seem to have trouble keeping it connected. I’d like to give this a 3.5 (but rounding up to 4 for now) only because the charger thing has not gotten easier for me. But perhaps for someone else the charger is easy peasy.
B07L1GWR66,Watch A,Kenny,4.0 out of 5 stars,4.0 out of 5 starsIt’s okay to start out,20-Nov-23,"I have trouble wearing this watch since I never wear a watch before so this is my first. But I got hand of it so it easy to use, display is easy to change through the app ( even though the app has low rating on the apple store). Tracking I would say it’s okay, since It only tracks your arms movement as for walking, I still rely on the phone for walking. Other than walking, calories, blood oxygen, stress level, sleep is great. When syncing with apple phone (health app), it doesn’t sync much and hard time tracking stuff (or maybe it’s just me)."
B07L1GWR66,Watch A,Benjamin,5.0 out of 5 stars,5.0 out of 5 starsGood Watch For a Good Price,15-Sep-23,"I got this watch for free. I can say, there are a lot of great things to say. this is a solid price for the amount of features this thing has. Good displays, good battery life, fitness tracker. It also connects to your phone and can make phone calls and texts way easier to see. I really like the addition of a breathing app. It is made to help you take deep breaths for a short period of time (great for monitoring stress).Also, the waterproofing on the smartwatch was sick. I took this thing to a friend's pool, and they were like, ""Dude, don't you need to take that off?"" and I was like ""No, it's waterproof."" Coolest guy there.If you do get the watch, you should also get the app. In the app, you can customize the face of the watch to be some better displays than the defaults. My favorites out of the ones available on the app were the watermelon face and the photo face. Fun fact: you can just straight up make your clock face whatever you want. I downloaded a picture of Snoopy from the Peanuts to my phone, and *BAM* stuck it on my smart watch using the photo theme (life hack for the day). Honestly, knowing that you can just make it whatever is kind of nice. Also while you are in the app, you can change your time to standard time (my watch came in 24-hour time for some reason, IDK), and also check your overall fitness and well-being.I've never really owned a smartwatch, but I have many friends who have them. Tozo is out here yet again looking to make the things that big companies are and making them reasonably priced with the same amount of features. Nice work, guys!"
B07L1GWR66,Watch A,Joshua E Gossett,5.0 out of 5 stars,5.0 out of 5 starsLots of improvement on this model,13-Oct-23,"This is the newer version of my watch and I like it a lot better. Setup was a breeze. The way the watch is organized now is so much better. There is a ""health"" icon that stores info on HR, stress, blood oxygen level, sleep and menstrual cycle. It even includes an option for a deep breathing exercise. I particularly enjoy this new feature as it's a great way to add in breathing if you notice your stress levels are high.The new organization allows for a tab to start and record exercise and a separate tab for exercise records to check progress and help improve walking/running times.I've found the calories burned to be pretty aligned with my peloton and fodd tracking apps and that is helpful.You can change the watch face directly on the watch now - so much easier than using your phone. And there are many options for displaying time, data or both.I don't use my watch for text or call notifications so I can't speak to that.Overall, it's more intuitive in the way it's organized, has very practical apps and is quick to toggle back and forth between the data I'm looking for.This is an excellent watch!"
B07L1GWR66,Watch A,Jason,4.0 out of 5 stars,4.0 out of 5 starsGood features that work in 99% of the situations,1-Sep-23,"My teenage daughter was the recipient of this watch and offers these thoughts:""I’ve had the watch for about 4 weeks and I actually really like it. It is light enough so that I don’t feel like it’s bothering me, but has a big enough screen that makes it easy to read/use.  I’ve found that all of the features are very helpful, and honestly all work pretty well- no big complaints. One thing about the heart rate monitor is that on the home screen it will show one number, and a different one on the main panel for looking at all of the heart rate stuff. Not a crazy issue, but I never know which one is accurate. Sometimes it will sync up but not always. I like the alarm feature, also- a good extra push when my phone alarm isn’t quite enough. The call feature, to my surprise, works surprisingly well. I’ve only used it twice but the recipients have both said that the volume and sound quality of my voice is good, and it is the same on the watch. So as long as you’re connected to your phone, it’s the perfect solution (and the watch rarely disconnects). The same goes for the “find my iphone” type feature, and has been useful a couple of times when I lose track of it. The one thing that I have found consistently annoying is that when you get a notification, if you can’t read the whole thing, you are able to click on it and scroll to read more, but you can’t do so as it pops up on the screen. To be able to click and scroll to read more, I have to press the side button to “exit out”, and then go into my notification center, click, and THEN read. It isn’t a crazy deal, but the convenience of that feature, and the watch itself seems faulty due to this issue."""
B07L1GWR66,Watch A,J. C. Zimmerman,5.0 out of 5 stars,5.0 out of 5 starsFeature rich and affordable,21-Nov-23,"I wear this watch everyday in a tough work environment. It's primary job is to notify me of messages and incoming calls because quite often my hands are tied up and I'm unable to pull my phone out of the holster. This watch allows me to check at a glance whether I need to drop what I'm doing. Battery life is acceptable and the health tracking features are an additional benefit but not what I bought the watch for.For a simple tool used to keep my hands at work, and my phone in my holster, it does the job quite well."
B07L1GWR66,Watch A,Ivan P.Ivan P.,4.0 out of 5 stars4.0 out of 5 stars,4.0 out of 5 starsGood value daily watch,8-Sep-23,"I received this watch and I have been able to use it day in and day out for 2 weeks and here's my findings:Pros:- looks very nice for the price range- sits very comfortable all day long- battery last around a full week with a single charge- display is bright enough for outside use- is very customizable with phone app- Bluetooth connection is fast and easy- screen resolution is good and not low and pixelatedCons:- gps accuracy is not good, ran 1.6 miles and only registered 0.46- screen will turn off and there's no way to set this off.- I have notifications enabled but have not see any being displayed in watch.- some features require the app to be opened on phone to work (find phone, music) even if running in background alreadyThe watch is a good buy and most of the issues are fixable with software updates. The screen going off might sound silly but when you are running for time and the only way to activate the screen again is pressing a button, that's distracting from the training effort taking time off and messing your pace. Additionally, during features like the gps and the stop watch, the screen will go off and if you press the button will pause the timer forcing you to start touching the screen during a run which again, mess your pace. Features like these should be on the entire time so the runner can just see his time/pace without any interruption while running. Other than this, as a daily watch, works perfectly."
B07L1GWR66,Watch A,Nikki Weaver,4.0 out of 5 stars,4.0 out of 5 starsGood watch for the price,26-Sep-23,"This is my third purchase. I've owned 2 of the Tozo S2s and each have broken within a year on the watch band connector, it's chipped away when switching bands. The watch itself still works, but is not useful since a band will not attach. I looked for a different watch as a replacement, but ended up ordering the new S3 since I loved the stress tracker and sleep tracker on the S2 and with the added new feature of taking/making calls on the S3. However, I purchased the premium protection plan this time in case the band connections break. I've had the S3 about a week now. The call feature works well, messages come through, and there's an option for quick responses. My biggest complaint is the stress tracker seems very inaccurate on the S3, but was accurate on the S2. The S3 never shows me as having stress, only as relaxed or calm, which is not the case 😅 Also, the sleep tracker is inaccurate. It shows I was asleep an hour early last night, although I was actively texting / moving around. I'm hopeful there will be some kinda software update to improve these features. Besides those 2 issues, I am pleased with the watch. I only use basic features and it works for me."
B07L1GWR66,Watch A,Jess Y.,5.0 out of 5 stars,5.0 out of 5 starsGood watch for the price,13-Nov-23,"I think the features of this watch are good for the price. I have a fairly large wrist, so I must wear it at the last hole, but that is an easy fix in the future. The fact that you can use it to find your phone and use the app on your phone to find your watch is awesome. I don't know how accurate the steps and heart bpm are but they give you a good idea of how active you are. If you aren't looking for anything too fancy and overpriced and just want the basics with some customization, this watch is perfect at an affordable price."
B07L1GWR66,Watch A,Elizabeth,5.0 out of 5 stars,5.0 out of 5 starsBest value smartwatch!!!,7-Sep-23,"The TOZO S3 Smart Watch has been an outstanding addition to my daily life. It excels in several key areas that make it a top-notch choice for anyone looking for a reliable smartwatch.Design and Build: ⭐⭐⭐⭐⭐The design of the TOZO S3 is sleek and modern. It feels lightweight on the wrist, making it comfortable for all-day wear. Its build quality is impressive, and it looks much more expensive than its price suggests.Features: ⭐⭐⭐⭐⭐This smartwatch comes packed with features that cater to various aspects of daily life. From fitness tracking and heart rate monitoring to call and message notifications, it covers it all. It even has a sleep tracking feature, which I’ve found helpful in improving my sleep patterns.Battery Life: ⭐⭐⭐⭐⭐One of the standout features of the TOZO S3 is its exceptional battery life. It can easily last through a full day, even with active use, and I rarely find myself needing to charge it. This is a significant plus for those who are always on the go.Display: ⭐⭐⭐⭐⭐The display is clear and vibrant, making it easy to read notifications and check fitness data. The touch responsiveness is smooth, which enhances the overall user experience.Compatibility: ⭐⭐⭐⭐Setting up the TOZO S3 with my smartphone was a breeze. It’s compatible with both iOS and Android devices, and I’ve had no issues with connectivity or syncing.Customization: ⭐⭐⭐⭐I appreciate the ability to customize watch faces and bands to suit my style and preferences. It’s a nice touch that adds a personal touch to the watch.In conclusion, the TOZO S3 Smart Watch is a fantastic choice for anyone in search of a feature-packed and reliable smartwatch. Its design, features, battery life, and compatibility make it a standout in its price range. Whether you’re using it for fitness tracking, staying organized, or simply as an extension of your smartphone, the TOZO S3 delivers on all fronts. Highly recommended!"
B07L1GWR66,Watch A,E. GilderE. Gilder,5.0 out of 5 stars5.0 out of 5 stars,5.0 out of 5 starsSuper value for a good smart watch,16-Oct-23,"I have used this watch for 2 months now and so far it’s worked well! First of all, I am giving this a 5 star review with value being a big factor. For the price compared to other smart watches, this one offers a lot for little $$. It’s a great watch for basic stuff….phone calls, text notifications and health info. Phone calls sound good. Display is sharp and screen size is approx. 1.25"" x 1.25"". However I have already scratched it so I recommend getting a screen protector.The Tozo health app had a few bugs when I first installed it. But the Tozo tech support team was quick to respond to my issue with the app and they released an updated version within a week. I’m using a Samsung S23 and it pairs with the phone well. The battery life seems very longSo far so good. I have no serious complaints about this watch particularly considering the price that I paid. If you are looking for a budget smart watch, this is the one to buy."
B07L1GWR66,Watch A,Kevin,5.0 out of 5 stars,5.0 out of 5 starsWhat I like,25-Oct-23,"Price!  This obviously is not an apple watch, but I wouldn't buy it for my kids.  They're really not going to know better, except they have a watch that looks very similar to mine.  And if they smash it (which they will), I would not flinch.  At the end of the day, this is a good beginner watch to see if you like or will use any of the features.  The OS sensor should also be good to get a measure on a sick kid instead of having to do those thumb devices.  The magnetic charge is a bit odd since it has to fit on exactly right, but the watch charges only at nights.  Good beginner watch."
B07L1GWR66,Watch A,Jordan Fulton,4.0 out of 5 stars,4.0 out of 5 starsSolid apple alternative,14-Oct-23,"I was looking for an Apple Watch without having to pay for it. This is it. Setup was easy, it paired with my iPhone well, and it has worked perfectly.One problem: the included watch band broke after a couple weeks, but I found a nice stainless steel one to order and it looks even better."
B07L1GWR66,Watch A,TyDroid,5.0 out of 5 stars,5.0 out of 5 starsHappy with this watch,13-Oct-23,"This is a pretty good smart watch, especially considering the reasonable price. It has a nice large screen with good resolution, not really pixilated. At first I was worried that the band was not sure on the watch and that it may fall off, but after wearing it for a few weeks now, I can see that the band is very secure, which is an important feature to me. I am pleasantly surprised at the battery life as I don't have to charge it very often unless I am keeping it on downloading watch faces or other battery heavy activity. I was able to use the watch the other day to track a hike we went on. It timed my hike and also gave us the distance we hiked. Very cool. Overall, I'm happy with this watch and would recommend it if you like a smart watch with the larger face."
B07L1GWR66,Watch A,David Sollinger,4.0 out of 5 stars,4.0 out of 5 starsGreat Watch for Value.,27-Sep-23,"Good value for what you get. I had a little difficulty getting the watch to notify me of text messages, but got it figured out after playing with it for a bit. Only feature I wish it had was the ability to reply to messages. You can set quick replies to send, but they dont offer you the ability to type a reply.Overall, very satisfied with my purchase. I was in the market for a smartwatch and think this is almost on par with the top brands."
B07L1GWR66,Watch A,invisi-netinvisi-net,5.0 out of 5 stars5.0 out of 5 stars,5.0 out of 5 starsGreat upgrade from the ver 2 watch,15-Sep-23,"New Tozo Watch featuresImproved interfaceScrolling up will open the controls menu where you canTurn Off/On Low Battery, DND, Silent Mode. You can open the settings from that menu, change the brightness, and ping your phone which is connected through Bluetooth.The buttons are easy to see and press.Settings Menu shows many toggles that are also easy to see and press, including options for screen timeout, ringtone vibrations, menu view, Device Information, notifications, and much more.Scrolling down from the main menu you can see your notifications, a button to delete the notifications on the wall.The main thing I noticed about this watch was that scrolling and menu navigation is a lot faster and smoother.The menus to the right/left individually show Heart Rate, Sleep, Stress, and then another menu showing Activity, alarms, heart rate, blood oxygen, stress, sleep, breath training, weather, and world clock, some of these were not easily accessible in the previous watch version.The Tozo health app that you have to install is easily navigable, changing the watch face to a picture is a little complicated but it also lets you customize it more then the previous version, however it takes longer to upload to the watch..The watch itself is improved, the screen is bigger, the band attachment is different from the previous watch and is more comfortable that way, the charger is relatively the same.Calling does not always work but just glad it gives me the option to pick up unlike the last one.New v3 is in pics on left (round back)."
B07L1GWR66,Watch A,Rina C,5.0 out of 5 stars,5.0 out of 5 starsGreat watch for people on the go!,20-Oct-23,"So I received the product and at first I bought it in hopes to wear during my 12 hr shift at the hospital so that if I scuffed it up I wouldn’t be too mad about it. I’ve done this with my Apple Watch and it hurt as they’re very expensive. Open the package, too big a watch face for my small wrist. Gave it to my son who reports it works just fine for texts, activity tracking and more. The quality is good, made well. Doesn’t feel or look cheap at all. The battery life so far has held up. He doesn’t wear it 24:7 just for hikes and school. Would recommend it to others who want the look and feel of a smartwatch but don’t want to pay and arm and a leg.Tozo makes quality products in my opinion."
B07L1GWR66,Watch A,Sharath Kumar rajuSharath Kumar raju,5.0 out of 5 stars5.0 out of 5 stars,5.0 out of 5 starsDecent watch for decent price,30-Oct-23,"I found the watch highly appealing. When it comes to its design, the band design particularly caught my attention, as the belt neatly tucks under the strap, preventing it from protruding and causing any discomfort. Moreover, the watch is budget-friendly. It boasts all the essential features one would expect from a smartwatch. In general, it proves to be exceptionally useful for tracking daily activities and providing health-related notifications, such as reminders to hydrate and practice good hand hygiene. Thus far, my experience with it has been nothing short of astonishing, and I'm also a satisfied user of their wireless earbuds, both of which offer impressive battery life."
B07L1GWR66,Watch A,Sachi,5.0 out of 5 stars,5.0 out of 5 starsSmart watch with a lot of capability,8-Nov-23,"I really liked the size of the watch, as it has a presence but not too bulky on my wrist. The strap seems comfortable so far and hasn't irritated my skin like some others. I haven't used it for exercise just yet but it was easy to set up and have already started tracking sleep,  heart rate, reminders to drink water and move around.  I work remotely and hoping this will support healthy habits to get up throughout the day.  So far,  so good. I recommend this watch and for the cost, it's definitely a great purchase!"
B07L1GWR66,Watch A,J. Greene,4.0 out of 5 stars,4.0 out of 5 starsWorks great!,14-Nov-23,"It sadly doesn’t connect to Peleton app but comes with its own app that works just fine. Has some great tracking on it. I haven’t taken a call on it yet but has the option. Provides some great health reminders that can be customized or turned off to reduce distractions. Long battery life, easy to sleep with, and many faces to choose from but opening face looks the best for me for now showing a ton of info I like."
B07L1GWR66,Watch A,Amedvalencia,5.0 out of 5 stars,5.0 out of 5 starsAnother geart TOZO product,7-Nov-23,"I own several of Tozo’s products and feel that they have another winner with the S3 smartwatch.  The value they provide for the products they make is excellent, and they give you quality and features for a fraction of the price other companies charge.I have never owned a smartwatch, so the features and functions are new to me, but it seems like the S3 does everything an Apple watch does for a fraction of the price.  Still learning and discovering everything the watch can do but it's another winner and an excellent value."
B07L1GWR66,Watch A,Janet,5.0 out of 5 stars,"5.0 out of 5 starsGood style, Great value with good customer service",4-Nov-23,"This watch was a good buy. It does what the description says it does. The sports feature could have included swimming, but there is 100 other options. The heart monitor and the O2 works well. You can see the messages but need to respond on the phone. That is ok with me. You could call and receive calls. I used most to end the call from unrecognized numbers ( likely telemarketing).I used their app to contact the customer service because I could not see messages when I got and they addressed the issue.Overall a good style too. Looks like the Apple Watch for a fraction of the price."
B07L1GWR66,Watch A,James,4.0 out of 5 stars,4.0 out of 5 starsGreat Smartwatch With An Incredible Value,7-Sep-23,"The TOZO Smartwatch S3 delivers exceptional value, offering a comprehensive feature set typically found in smartwatches priced at $250 or more, all at a fraction of the cost. Its notable features include a responsive touchscreen, reliable heart rate monitoring, pulse oximetry, sleep tracking, phone call capabilities, fitness tracking, and an impressive battery life.Pros:Affordable: It comes at a significantly lower price point compared to competitors such as Apple, Samsung, Fitbit, and others.User-Friendly: The smartwatch boasts a user-friendly interface, ensuring easy navigation for users.Comfortable Design: Designed with comfort in mind, it can be comfortably worn throughout the day.Impressive Battery Life: Enjoy extended usage without the need for frequent recharging.Generous Screen: The device features a large, easily readable screen.Cons:Android App Needs Improvement: The Android app could benefit from enhancements to enhance the overall user experience.Limited Customization: Current app limitations restrict users from customizing backgrounds, colors, and other personalization options to their liking.Google Fit Connectivity: Some users may encounter difficulties connecting to Google Fit due to pending Google authorization.Conclusion:TOZO Smartwatch S3: Awarded five stars for its outstanding value and feature set.TOZO Health App: Given three stars with room for improvement in future updates.Overall Rating: A strong four-star rating."
B07L1GWR66,Watch A,alex,5.0 out of 5 stars,5.0 out of 5 starsGREAT PRODUCT!,8-Nov-23,"I truly love this watch!!!  I got one for my whole family of 5. This watch is super easy to use and the battery life is great. The battery normally last 3 days with ALERTS ON EVEN!My wife love the sleep tracking and the unique displays available to install for freeI LOVE TOZO brand and products. They are  high quality products at a affordable price for all people to try.I also appreciate the promotional offers they ave often. It gives me a ""worry free"" way to try new products."
B07L1GWR66,Watch A,Emily Sebring,4.0 out of 5 stars,4.0 out of 5 starsLove it but no texts are received.,12-Nov-23,"I ordered this product because my husband tried it out and everything works great on it. Notifications phone calls. However, when I try to get a text message received, I don’t receive text messages on the device. I receive phone calls I receive social media notifications I receive everything except text messages, my husband has the exact same device. He’s had it for maybe a month two months longer than me and he receives text but I got this Thursday. I’ve had it on for five hours and I have received no text messages."
B07L1GWR66,Watch A,bruna verly godzikowski,5.0 out of 5 stars,5.0 out of 5 starsThis product is a game changer!,27-Sep-23,"I am overall very impressed with a watch at this price range offering so much! I have broken down my thoughts below.*Pros*Bluetooth Calling: Works amazingly, tested with my wife and she could not tell if it was the phone's or watch's mic.Customizable Watch Faces: multiple watch face options, not as extensive as other brands but pretty impressive for a budget modelComprehensive Health Tracking: Monitor heart rate, sleep quality, steps, distance, calories burned, active minutes, and even blood oxygen saturation.Impressive Battery Life: Lasting about 5-7 days with regular use!Waterproof Design: tested and survived under water and shower*Cons*:Limited App Ecosystem: the app ecosystem may not be as extensive as some higher-end smartwatches.Basic Design: The design is functional but might lack the premium aesthetic of more expensive alternatives. However it seems durable.No GPS: Lacks built-in GPS, so it relies on your phone's GPS for location tracking during outdoor activities.Screen: The screen is good and colors are vibrant. However I missed being able to tap to turn off the screen, so at times it keeps on and I just have to wait for it to turn off (it bothers my wife in the middle of the night).Overall highly recommended! I've been following this brand for quite some time now and it's crazy how they make good quality products that are also affordable and the S3 watch is no exception."
B07L1GWR66,Watch A,Christopher GauChristopher Gau,5.0 out of 5 stars5.0 out of 5 stars,5.0 out of 5 starsGreat battery life for a smartwatch,4-Oct-23,"First off, these look great from a design standpoint - more sleek and thin, even compared to my girlfriend's Apple Watch SE, which these look to be ripped off of design-wiseFunctionality-wise, I love using the sleep tracker the most. This functions as-designed pretty consistently. However, the same cannot be said of the BPM tracker - sometimes this just doesn't read and gives an error. Also, the feature to find your phone would be amazing if it worked consistently; half of the time, it doesn't do anything. It would be nice that the feature would always sound the alarm, even if your phone was on silent as well (currently it just vibrates the phone weakly if the phone is on silent, which isn't helpful at all).Battery life is stellar - usually lasts me about 5 days or so before needing a quick recharge. Mobile app is sufficient.Compared to the old S2 model, this adds a few new watch faces, as well as the ability to connect to your phone to see messages/calls. Still no ability to play/pause music, which is a bummer as it's something I personally am interested in"
B07L1GWR66,Watch A,Mike D.,5.0 out of 5 stars,5.0 out of 5 starsgreat value,12-Nov-23,"I really enjoy this watch and its fitness information, have been using my tozo s3 for 2 weeks and love it.  this watch is very accurate and for the price it is a great value it easily competes with more expensive fitness trackers. the battery lasts all week, and it is comfortable.  this watch connects fast and saves me time from pulling my phone out in public.  the screen is bright and clear. i am buying this for my wife it is a great product at a very good price. i would buy another"
B07L1GWR66,Watch A,Megan,5.0 out of 5 stars,5.0 out of 5 starsI like it so far!,19-Sep-23,"I recently purchased this Tozo 3 to upgrade from my Tozo 2 watch. So far I really enjoy all of the additonal features and the new app!  Everything is super easy to setup and I feel like this watch is more elaborative in all aspects compared to the 2. I trust Tizo products and their apps. I have tried other brands before and had to send them back because of the stats being inadequate, or the app wouldn't sync properly.  I did have a few issues with my Tozo 2 watch syncing, but only towards the end right before I replaced it. It was over 3 years old!  The only complaint I have about the Tozo 3 is the screen size. I was expecting it to be a little bigger, but it's almost identical to the size of the Tozo 2. I was under the impression it was supposed to be 1.83 inches.  It's not a deal breaker though. I still love everything it offers for the price I paid. I hope the Tozo 4 screen is bigger, and they add GPS to it. I would definitely pay more for those features being I trust thus company's quality.  I would also love to have more band customization as well, but I'll settle for black if I cam get a bigger screen and GPS!"
B07L1GWR66,Watch A,Henry T,5.0 out of 5 stars,5.0 out of 5 starsAffordable and Highly Functional!,19-Nov-23,"I was initially skeptical of buying a low-cost watch, but having purchased TOZO products in the past, I decided to buy their new smartwatch. I think that the watch works extremely well for its cost; it does everything that most smartwatches already do, with the exception of viewing text messages. One thing to note is that they have a separate `TOZO Health` app that you will need to download, which is a separate app from the original `TOZO` app."
